Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) 
 04/03  15:00:00,1.10959720245,1.2022624128,0.0,1.17806934467,0.0,0.0300604137589,0.0300604137589,0.0300604137589,0.0621979188246,0.0133990831332,0.307918976015,0.351238876284,0.328137934432
 04/03  16:00:00,1.26859502465,1.25176312096,0.0,1.22314696152,0.0,0.0313539974691,0.0313539974691,0.0313539974691,0.0660852887511,0.0142365257218,0.354199750391,0.41545403136,0.370621430956
 04/03  17:00:00,1.58621420318,2.22403766539,0.0,2.18927360503,0.0,0.0561024362875,0.0561024362875,0.0561024362875,0.0894095162769,0.0192611812531,0.438213000532,0.504710251339,0.461873817493
 04/03  18:00:00,1.78013314068,1.75766087482,0.0,1.71991759786,0.0,0.0437658187187,0.0437658187187,0.0437658187187,0.163269489115,0.0351725955844,0.396885009915,0.54796299981,0.546433227536
 04/03  19:00:00,1.90494996897,1.94267189631,0.0,1.90371341259,0.0,0.048088412747,0.048088412747,0.048088412747,0.322651711869,0.0695077365669,0.321993876894,0.565605568265,0.560458662632
 04/03  20:00:00,2.09467705274,2.20322307241,0.0,2.16292524789,0.0,0.0543079572979,0.0543079572979,0.0543079572979,0.528682325942,0.113892212639,0.285783239672,0.585050334573,0.510316982615
 04/03  21:00:00,2.06612079124,2.62256225305,0.0,2.58320523377,0.0,0.0646169197168,0.0646169197168,0.0646169197168,0.571443291569,0.123104075965,0.269566616575,0.571391571898,0.449354315519
 04/03  22:00:00,1.68105514256,3.22043166447,0.0,3.18637320805,0.0,0.0795034534551,0.0795034534551,0.0795034534551,0.427610691919,0.0921187019039,0.217845283247,0.494466179333,0.352866832701
 04/03  23:00:00,1.29279991941,3.68966416423,0.0,3.66006799933,0.0,0.091003248795,0.091003248795,0.091003248795,0.295440050685,0.0636456401632,0.147706795011,0.429681909146,0.248678275611
 04/03  24:00:00,0.89872603183,4.31110427272,0.0,4.28662373633,0.0,0.106345514446,0.106345514446,0.106345514446,0.151607451035,0.0326602661026,0.0982246905575,0.355412387102,0.137831722588
 04/04  01:00:00,0.742781236046,4.65081854491,0.0,4.62827841932,0.0,0.11454420692,0.11454420692,0.11454420692,0.0932968623039,0.0200986186931,0.083814778355,0.327241189085,0.0871415806888
 04/04  02:00:00,0.682785110658,4.96648422483,0.0,4.94420543404,0.0,0.122023971658,0.122023971658,0.122023971658,0.0621979188246,0.0133990831332,0.0715474182325,0.323447088342,0.0735256304686
 04/04  03:00:00,0.677931853623,5.10237133936,0.0,5.08040615031,0.0,0.12529894909,0.12529894909,0.12529894909,0.0621979188246,0.0133990831332,0.0640760367584,0.31889416745,0.0774216983667
 04/04  04:00:00,0.7191970947,5.25643604501,0.0,5.23530059392,0.0,0.128846428633,0.128846428633,0.128846428633,0.0621979188246,0.0133990831332,0.0738992009315,0.306847897591,0.117362565587
 04/04  05:00:00,0.948261115282,5.29694669838,0.0,5.27336123364,0.0,0.12975352231,0.12975352231,0.12975352231,0.0660852887511,0.0142365257218,0.0861981667443,0.342417592057,0.292926019697
 04/04  06:00:00,1.43116872585,5.22826219364,0.0,5.20101150847,0.0,0.127841186624,0.127841186624,0.127841186624,0.108846326077,0.023448402777,0.138308322259,0.395629854978,0.620450633135
