Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) 
 01/05  14:00:00,0.698726667768,1.29324994955,0.0,1.17814000503,0.0,0.0204436118898,0.0204436118898,0.0204436118898,0.0467112376283,0.00839214785663,0.0567480421383,0.276149138597,0.279752489658
 01/05  15:00:00,0.688938010664,1.35563750096,0.0,1.24389376186,0.0,0.0215846004643,0.0215846004643,0.0215846004643,0.0491697382757,0.00883384244632,0.0539269802759,0.291698638422,0.25319421078
 01/05  16:00:00,0.731761190494,1.55598348148,0.0,1.41649763043,0.0,0.0245796999302,0.0245796999302,0.0245796999302,0.0614621804744,0.0110423044287,0.0564069519463,0.30791335749,0.259826696224
 01/05  17:00:00,0.889717161983,1.92040558202,0.0,1.7030874798,0.0,0.0295527350763,0.0295527350763,0.0295527350763,0.103256447327,0.018551068589,0.065849142667,0.364207536,0.297770232323
 01/05  18:00:00,1.19626396511,3.44931696032,0.0,3.10532189192,0.0,0.0538849332679,0.0538849332679,0.0538849332679,0.191761982327,0.034451986089,0.0828891267443,0.442453949556,0.380291987126
 01/05  19:00:00,1.42418145911,2.23015293659,0.0,1.95306189565,0.0,0.0338904028561,0.0338904028561,0.0338904028561,0.285184488103,0.0512362872853,0.0834922952089,0.480371446455,0.449476539201
 01/05  20:00:00,1.42625817763,1.98627963267,0.0,1.82647767805,0.0,0.0316938569405,0.0316938569405,0.0316938569405,0.302393901077,0.054328132964,0.0747921860178,0.495837793874,0.456682306754
 01/05  21:00:00,1.34263834554,1.91045528472,0.0,1.80125319719,0.0,0.0312561504757,0.0312561504757,0.0312561504757,0.260599634224,0.0468193688037,0.0653297857535,0.512884036997,0.415219369281
 01/05  22:00:00,1.22708547761,2.01724898707,0.0,1.93106312277,0.0,0.0335086703176,0.0335086703176,0.0335086703176,0.218805336853,0.0393105991603,0.0584926622668,0.500910090608,0.365528118403
 01/05  23:00:00,1.01429146363,2.16241825106,0.0,2.10010977153,0.0,0.0364420433156,0.0364420433156,0.0364420433156,0.164718627801,0.0295933730176,0.0502967902808,0.433473489764,0.289237139446
