Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) 
 04/25  14:00:00,0.707060677133,0.0993768850387,0.0,0.17493879455,0.0330912708329,0.208030065383,0.0330912708329,0.0207161295428,0.00344847043508,0.0634748340032,0.245189717625,0.156406460144
 04/25  15:00:00,0.789312476725,0.124278440237,0.0,0.227253425021,0.0429866041908,0.270240029212,0.0429866041908,0.0207161295428,0.00344847043508,0.0658418129684,0.258819134654,0.160451899914
 04/25  16:00:00,0.935038364972,0.194097178673,0.0,0.281218441342,0.0538941428243,0.335112584166,0.0538941428243,0.0220108876392,0.00366399983727,0.0751535592033,0.3061376748,0.183164659326
 04/25  17:00:00,1.12809001227,0.307786308067,0.0,0.323149183333,0.0633925811635,0.386541764496,0.0633925811635,0.0297794388711,0.00495717669212,0.0921114691701,0.37190834877,0.232996814273
 04/25  18:00:00,1.20785756625,0.247417897267,0.0,0.275705750587,0.0558741089854,0.331579859573,0.0558741089854,0.0543798241294,0.00905223665884,0.0937391546699,0.403780216283,0.275531274937
 04/25  19:00:00,1.17580497883,0.141794829324,0.0,0.212233791287,0.0452826702942,0.257516461581,0.0452826702942,0.107464924656,0.0178889408237,0.0858118819485,0.416780583295,0.28054718653
 04/25  20:00:00,1.19329747848,0.0961854192202,0.0,0.176666293965,0.0387275893854,0.21539388335,0.0387275893854,0.17608710642,0.0293119995815,0.0764853093347,0.431108944787,0.255115235006
 04/25  21:00:00,1.13953190253,0.0755198188831,0.0,0.157535366742,0.0347849315604,0.192320298302,0.0347849315604,0.190329437521,0.0316828216806,0.0696428026832,0.421044144519,0.224717397823
 04/25  22:00:00,0.946301112362,0.0543058517821,0.0,0.136165179667,0.0298478468012,0.166013026469,0.0298478468012,0.142423390606,0.0237082342412,0.0611297878293,0.364359748569,0.178871924647
 04/25  23:00:00,0.750579195398,0.0417074669589,0.0,0.104689365328,0.0231159821708,0.127805347499,0.0231159821708,0.0984016206349,0.01638023545,0.0538000223546,0.316621841745,0.127775127714
 04/25  24:00:00,0.540848407735,0.0313021614298,0.0,0.0745673456101,0.0164648892066,0.0910322348166,0.0164648892066,0.0504955737206,0.00840564801058,0.0485728099064,0.261894490291,0.0706526509892
 04/26  01:00:00,0.446536762439,0.0298760269929,0.0,0.0565733438632,0.0124917353765,0.0690650792397,0.0124917353765,0.0310741890073,0.00517270476923,0.0461102973101,0.24113583974,0.0441836523731
 04/26  02:00:00,0.408327119328,0.0230196326863,0.0,0.0441850546907,0.00975633225345,0.0539413869441,0.00975633225345,0.0207161295428,0.00344847043508,0.0439811760348,0.238340061888,0.0381048944836
 04/26  03:00:00,0.400010542391,0.0227891463127,0.0,0.0394948126009,0.00865736393667,0.0481521765375,0.00865736393667,0.0207161295428,0.00344847043508,0.0424531237477,0.234985128465,0.0404605136631
 04/26  04:00:00,0.371874004202,0.028843640111,0.0,0.00629681163198,0.00144640327569,0.00774321490768,0.00144640327569,0.0207161295428,0.00344847043508,0.0427305601286,0.226108533785,0.0613320954029
 04/26  05:00:00,0.502150344702,0.0372898114642,0.0,0.0106272535345,0.00244110924996,0.0130683627845,0.00244110924996,0.0220108876392,0.00366399983727,0.0447354145489,0.252318951148,0.156557728744
 04/26  06:00:00,0.728085322906,0.0666220845008,0.0,0.0,0.0,0.0,0.0,0.0362532160862,0.00603482149462,0.0513244511022,0.291529735523,0.3331480987
 04/26  07:00:00,0.871828391259,0.101159314261,0.0,0.0209927262079,0.00482190219829,0.0258146284062,0.00482190219829,0.0673274316275,0.0112075306808,0.0602733927045,0.309772186008,0.372638221832
 04/26  08:00:00,0.752280270988,0.104515578197,0.0,0.0,0.0,0.0,0.0,0.0543798241294,0.00905223665884,0.0680153854459,0.261894490291,0.349143334463
 04/26  09:00:00,0.638227057987,0.105846062962,0.0,0.0,0.0,0.0,0.0,0.025895159275,0.00431058804385,0.0710830131577,0.222893389255,0.304249908255
 04/26  10:00:00,0.587486479795,0.0955508125029,0.0,0.0,0.0,0.0,0.0,0.0207161295428,0.00344847043508,0.0669792355739,0.228135472728,0.258412171516
 04/26  11:00:00,0.548753861227,0.10886543319,0.0,0.0,0.0,0.0,0.0,0.0207161295428,0.00344847043508,0.066199487569,0.228205367174,0.220389406506
 04/26  12:00:00,0.517268598306,0.121911153108,0.0,0.0,0.0,0.0,0.0,0.0207161295428,0.00344847043508,0.0680280550129,0.224361172627,0.190919770688
 04/26  13:00:00,0.505964548601,0.102470011631,0.0,0.0,0.0,0.0,0.0,0.0207161295428,0.00344847043508,0.0663952394334,0.232119456167,0.173490253023
 04/26  14:00:00,0.500258774591,0.0993768850387,0.0,0.0,0.0,0.0,0.0,0.0207161295428,0.00344847043508,0.0634748340032,0.245189717625,0.157634622985
 04/26  15:00:00,0.520317631313,0.124278440237,0.0,0.0,0.0,0.0,0.0,0.0207161295428,0.00344847043508,0.0658418129684,0.258819134654,0.161697083713
 04/26  16:00:00,0.601106733979,0.194097178673,0.0,0.0,0.0,0.0,0.0,0.0220108876392,0.00366399983727,0.0751535592033,0.3061376748,0.184345612499
 04/26  17:00:00,0.742669673606,0.307786308067,0.0,0.0,0.0,0.0,0.0,0.0297794388711,0.00495717669212,0.0921114691701,0.37190834877,0.234118240103
 04/26  18:00:00,0.87762047803,0.247417897267,0.0,0.0,0.0,0.0,0.0,0.0543798241294,0.00905223665884,0.0937391546699,0.403780216283,0.276874046289
 04/26  19:00:00,0.919558889522,0.141794829324,0.0,0.0,0.0,0.0,0.0,0.107464924656,0.0178889408237,0.0858118819485,0.416780583295,0.281817558799
 04/26  20:00:00,0.97921330325,0.0961854192202,0.0,0.0,0.0,0.0,0.0,0.17608710642,0.0293119995815,0.0764853093347,0.431108944787,0.256424943127
 04/26  21:00:00,0.948679608815,0.0755198188831,0.0,0.0,0.0,0.0,0.0,0.190329437521,0.0316828216806,0.0696428026832,0.421044144519,0.226185402411
 04/26  22:00:00,0.781919690587,0.0543058517821,0.0,0.0,0.0,0.0,0.0,0.142423390606,0.0237082342412,0.0611297878293,0.364359748569,0.180503529341
 04/26  23:00:00,0.624617905967,0.0417074669589,0.0,0.0,0.0,0.0,0.0,0.0984016206349,0.01638023545,0.0538000223546,0.316621841745,0.129619185783
 04/26  24:00:00,0.452194979925,0.0313021614298,0.0,0.0,0.0,0.0,0.0,0.0504955737206,0.00840564801058,0.0485728099064,0.261894490291,0.0730314579958
 04/27  01:00:00,0.379567104585,0.0298760269929,0.0,0.0,0.0,0.0,0.0,0.0310741890073,0.00517270476923,0.0461102973101,0.24113583974,0.0462790737581
 04/27  02:00:00,0.356216761669,0.0230196326863,0.0,0.0,0.0,0.0,0.0,0.0207161295428,0.00344847043508,0.0439811760348,0.238340061888,0.0399359237684
 04/27  03:00:00,0.353427532395,0.0227891463127,0.0,0.0,0.0,0.0,0.0,0.0207161295428,0.00344847043508,0.0424531237477,0.234985128465,0.0420296802042
 04/27  04:00:00,0.365614908393,0.028843640111,0.0,0.0,0.0,0.0,0.0,0.0207161295428,0.00344847043508,0.0427305601286,0.226108533785,0.0628162145021
 04/27  05:00:00,0.490119259479,0.0372898114642,0.0,0.0,0.0,0.0,0.0,0.0220108876392,0.00366399983727,0.0447354145489,0.252318951148,0.157595006306
 04/27  06:00:00,0.728378887852,0.0666220845008,0.0,0.0,0.0,0.0,0.0,0.0362532160862,0.00603482149462,0.0513244511022,0.291529735523,0.333441663646
 04/27  07:00:00,0.846301906634,0.101159314261,0.0,0.0,0.0,0.0,0.0,0.0673274316275,0.0112075306808,0.0602733927045,0.309772186008,0.372926365613
 04/27  08:00:00,0.751279661423,0.104515578197,0.0,0.0,0.0,0.0,0.0,0.0543798241294,0.00905223665884,0.0680153854459,0.261894490291,0.348142724897
 04/27  09:00:00,0.636717163362,0.105846062962,0.0,0.0,0.0,0.0,0.0,0.025895159275,0.00431058804385,0.0710830131577,0.222893389255,0.302740013631
 04/27  10:00:00,0.58607148358,0.0955508125029,0.0,0.0,0.0,0.0,0.0,0.0207161295428,0.00344847043508,0.0669792355739,0.228135472728,0.256997175301
 04/27  11:00:00,0.547275535947,0.10886543319,0.0,0.0,0.0,0.0,0.0,0.0207161295428,0.00344847043508,0.066199487569,0.228205367174,0.218911081226
 04/27  12:00:00,0.515722281548,0.121911153108,0.0,0.0,0.0,0.0,0.0,0.0207161295428,0.00344847043508,0.0680280550129,0.224361172627,0.18937345393
 04/27  13:00:00,0.504418407228,0.102470011631,0.0,0.0,0.0,0.0,0.0,0.0207161295428,0.00344847043508,0.0663952394334,0.232119456167,0.17194411165
