Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) 
 11/18  22:00:00,1.08409560946,0.0790630374451,0.0,0.0852190232645,0.0195766756017,0.104795698866,0.0195766756017,0.19124337255,0.0318349581075,0.064147125307,0.405635011634,0.276644443
 11/18  23:00:00,0.873388559169,0.0562810083008,0.0,0.0583930118184,0.0134134283589,0.0718064401773,0.0134134283589,0.14189024415,0.0236194850475,0.0552932298125,0.351025118799,0.219959041182
 11/18  24:00:00,0.675469863461,0.0428822820191,0.0,0.0349694664609,0.00803249178169,0.0430019582426,0.00803249178169,0.0987062568,0.01643094612,0.0479357337704,0.305034296597,0.154565671931
 11/19  01:00:00,0.461910284234,0.0319582329834,0.0,0.0126700563096,0.00291020947733,0.015580265787,0.00291020947733,0.05140950875,0.0085577844375,0.0425778112598,0.252309825464,0.0816800885362
 11/19  02:00:00,0.367804409782,0.0305842913993,0.0,0.0,0.0,0.0,0.0,0.03084570525,0.0051346706625,0.0401263830428,0.232310888137,0.0495917626901
 11/19  03:00:00,0.343680882263,0.0230767242593,0.0,0.0,0.0,0.0,0.0,0.0205638035,0.00342311421669,0.0379915862301,0.229617428564,0.0422899497517
 11/19  04:00:00,0.342006552394,0.0228546730942,0.0,0.0,0.0,0.0,0.0,0.0205638035,0.00342311421669,0.0366273047609,0.226385277077,0.0452120528391
 11/19  05:00:00,0.359804492551,0.0295896872223,0.0,0.0,0.0,0.0,0.0,0.0205638035,0.00342311421669,0.0371211116334,0.217833542934,0.0710679202664
 11/19  06:00:00,0.506235517263,0.0386263013546,0.0,0.0,0.0,0.0,0.0,0.0226201865034,0.00376542559419,0.0393280080084,0.243084726427,0.187642170729
 11/19  07:00:00,0.787044544142,0.0704909372588,0.0,0.0,0.0,0.0,0.0,0.03907122665,0.0065039161725,0.0462386631579,0.280860496933,0.404575241229
 11/19  08:00:00,0.948321258275,0.108269592786,0.0,0.0216361734908,0.00494355362224,0.026579727113,0.00494355362224,0.07608607295,0.0126655209675,0.0557233332809,0.298435320644,0.454036283319
 11/19  09:00:00,0.899160997718,0.112402577022,0.0,0.0498960556557,0.0111177384941,0.0610137941498,0.0111177384941,0.0740296926,0.01232320959,0.0640997789748,0.252309825464,0.42558969694
 11/19  10:00:00,0.777870349841,0.114227157988,0.0,0.0559063078915,0.0121577682661,0.0680640761576,0.0121577682661,0.041127607,0.00684622755,0.0674044463019,0.214736064426,0.369896928406
 11/19  11:00:00,0.726296818575,0.102866347768,0.0,0.0654522990049,0.0141248192977,0.0795771183025,0.0141248192977,0.03495846595,0.0058192934175,0.06330190354,0.219786301124,0.31305873624
 11/19  12:00:00,0.783177216678,0.117495337742,0.0,0.152941596834,0.0320630848722,0.185004681706,0.0320630848722,0.03495846595,0.0058192934175,0.0623976243478,0.219853637614,0.265348513643
 11/19  13:00:00,0.754604390018,0.131865268022,0.0,0.161544532284,0.033499332692,0.195043864976,0.033499332692,0.03495846595,0.0058192934175,0.063830488503,0.216150130701,0.22900714647
 11/19  14:00:00,0.731391226919,0.110431872932,0.0,0.156217414923,0.0324000709692,0.188617485892,0.0324000709692,0.03495846595,0.0058192934175,0.0619459992534,0.223624481015,0.20663050139
 11/19  15:00:00,0.735749682782,0.1069117066,0.0,0.163508276675,0.034296492237,0.197804768912,0.034296492237,0.03907122665,0.0065039161725,0.0588588908799,0.236216404517,0.18749947565
 11/19  16:00:00,0.788059554794,0.134145918531,0.0,0.174432772073,0.0361838160843,0.210616588158,0.0361838160843,0.05552226945,0.0092424071925,0.0612809079711,0.249347019934,0.192255362089
 11/19  17:00:00,0.930281620296,0.210420269806,0.0,0.177900820738,0.0373131556241,0.215213976362,0.0373131556241,0.10076263715,0.0167732574975,0.0709019403471,0.2949338232,0.22190098574
 11/19  18:00:00,1.12185339364,0.334726278051,0.0,0.143310854112,0.0309551532924,0.174266007405,0.0309551532924,0.17890509045,0.0297810942594,0.0883070444654,0.358297459645,0.282501697414
 11/19  19:00:00,1.35649131986,0.268099185245,0.0,0.176089675855,0.0386963118111,0.214785987666,0.0386963118111,0.24470926165,0.0407350583394,0.0895444245675,0.389002898773,0.337918688865
 11/19  20:00:00,1.33048758854,0.151923352057,0.0,0.167964846771,0.0371745134679,0.205139360239,0.0371745134679,0.24470926165,0.0407350583394,0.0811153002156,0.401527485786,0.347466122314
